data,RRRP3.SA,ALPA4.SA,ABEV3.SA,AMER3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BPAN4.SA,BBSE3.SA,BRML3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BBAS3.SA,BRKM5.SA,BRFS3.SA,BPAC11.SA,CRFB3.SA,CCRO3.SA,CMIG4.SA,CIEL3.SA,COGN3.SA,CPLE6.SA,CSAN3.SA,CPFE3.SA,CMIN3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,ECOR3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENBR3.SA,ENGI11.SA,ENEV3.SA,EGIE3.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,NTCO3.SA,SOMA3.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,KLBN11.SA,RENT3.SA,LWSA3.SA,LREN3.SA,MGLU3.SA,MRFG3.SA,CASH3.SA,BEEF3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,PETZ3.SA,POSI3.SA,QUAL3.SA,RADL3.SA,RDOR3.SA,RAIL3.SA,SBSP3.SA,SANB11.SA,CSNA3.SA,SLCE3.SA,SULA11.SA,SUZB3.SA,TAEE11.SA,VIVT3.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIIA3.SA,VBBR3.SA,WEGE3.SA,YDUQ3.SA
2019-01-02,20.799999,14.0,16.15,42.501793,14.28,36.330002,9.263333,2.0,28.32,13.46,22.395441,25.288004,27.525454,48.599998,48.310001,22.379999,6.225,18.950001,12.0,9.475988,9.63,9.25,3.085,8.925,28.940001,9.29,61.099998,15.87,11.018181,9.72,24.280773,32.259998,21.540001,14.18,38.0,4.1775,34.139999,14.982,21.26873,20.15,15.2,7.16,25.450001,36.759998,11.03,6.22,31.15,20.459999,25.659578,12.047619,37.0,12.04,2.0,16.309999,29.4,5.15,39.277706,5.812187,5.65,1.581666,4.995137,12.64,24.92,85.010002,26.65,24.059999,2.0712,15.5,2.4,13.64,11.34,66.589996,16.950001,34.369999,45.740002,9.21,20.195454,26.008862,38.599998,24.209999,41.91,12.15,9.531889,27.17,9.76,51.09,4.38,26.0,8.99,24.85
2019-01-03,21.0,14.024,16.33,42.936695,14.5,36.369999,9.666666,1.94,28.629999,13.55,22.852491,25.532181,26.471889,48.799999,48.599998,21.49,6.4825,19.76,12.39,9.277191,9.4,9.36,3.12,9.06,28.59,9.12,60.709999,16.129999,11.00909,9.92,30.988224,34.200001,21.9,14.77,38.200001,4.2,35.259998,15.4,21.334732,20.450001,15.1,7.19,25.629999,38.849998,11.5,6.078,31.6,19.85,25.3577,12.15238,37.610001,12.23,1.98,16.73,28.914286,5.075,38.781666,5.75,5.69,1.633333,5.113132,12.63,25.1,85.010002,27.200001,24.65,2.0758,15.45,2.43,13.72,11.314,67.25,17.440001,37.02,47.25,9.32,19.31818,25.314674,36.950001,24.280001,41.400002,11.92,9.751472,26.665001,9.55,49.0,4.31,26.6,9.195,24.83
2019-01-04,20.99,13.92,16.549999,41.513378,14.26,36.25,9.316666,1.97,28.35,13.29,22.351616,25.331829,28.260292,48.799999,48.060001,21.450001,6.7125,19.200001,12.25,9.184419,10.15,9.37,3.017,9.0075,28.65,9.15,59.950001,15.99,11.0,9.96,30.518402,33.959999,20.799999,14.88,38.5,4.2375,35.52,15.6,21.252232,20.85,15.5,7.37,25.0,39.040001,11.0,6.1,31.450001,19.844,25.074306,12.114285,36.98,12.55,1.94,17.0,28.619047,5.05,37.29353,5.575,5.68,1.641666,5.309791,12.45,24.59,85.010002,27.51,24.719999,2.0932,15.6,2.41,13.48,11.476,69.800003,17.200001,37.860001,47.200001,9.75,19.445454,24.176208,37.57,25.24,41.09,11.98,10.02096,26.485001,10.11,52.189999,4.27,26.700001,9.3,25.209999
2019-01-07,20.9,13.888,16.48,39.674931,14.64,35.299999,9.266666,1.95,27.93,13.21,22.539444,25.632357,28.481628,48.48,47.720001,21.59,6.85,18.85,11.9,8.91273,10.06,9.13,3.049,8.875,28.280001,9.05,60.700001,15.9,11.0,9.84,28.988983,32.5,21.23,14.45,38.0,4.245,35.299999,15.7,20.814976,21.15,15.54,7.42,23.9,39.849998,11.1,6.192,30.950001,20.865,25.326897,12.104761,37.049999,12.11,1.99,17.0,28.085714,5.05,36.436726,5.661562,5.58,1.591666,5.280293,12.56,24.24,85.010002,28.4,25.110001,2.0914,15.24,2.32,13.08,11.22,68.309998,16.9,37.0,47.990002,9.77,19.286364,24.564953,35.849998,24.82,41.200001,12.37,9.804704,25.674999,10.13,51.91,4.24,26.85,9.155,24.709999
2019-01-08,20.9,14.16,16.15,41.513378,15.0,34.720001,9.293333,1.95,27.52,13.23,22.789883,25.788879,28.278,47.93,47.689999,22.93,6.5525,18.66,12.24,8.866344,9.72,9.2,3.1,8.9725,28.299999,8.93,58.709999,15.79,10.872727,9.82,30.468422,33.59,21.360001,14.5,37.799999,4.2475,35.700001,15.74,20.509724,21.4,15.56,7.37,23.59,39.439999,11.25,6.1,30.9,19.691,25.567167,12.266666,37.52,12.3,1.98,17.07,28.104761,5.48,37.609196,5.615937,5.56,1.625,5.221295,13.05,24.07,85.010002,28.25,24.959999,2.1414,14.95,2.27,13.3,11.63,66.18,17.120001,37.139999,46.360001,9.8,18.868181,25.129559,36.200001,24.799999,40.299999,12.84,9.405462,25.25,9.77,52.41,4.04,25.950001,9.08,24.940001
2019-01-09,21.02,15.152,16.379999,44.261169,14.202,35.150002,9.336666,1.96,26.65,13.44,23.265715,26.233408,29.039396,47.799999,48.009998,23.549999,6.5625,19.110001,12.7,9.005502,10.13,9.58,3.151,9.705,28.6,8.95,59.07,15.85,11.018181,10.01,30.588375,33.93,21.280001,14.59,37.950001,4.27,36.650002,15.99,20.542723,21.08,16.0,7.55,23.48,38.869999,11.75,6.2,30.6,20.014999,25.499399,12.428571,38.09,12.2,1.91,17.450001,28.761904,5.5,38.420902,5.597187,5.59,1.666666,5.309791,13.59,24.370001,85.010002,28.82,25.48,2.167,15.5,2.28,13.64,12.222,67.300003,17.200001,37.599998,47.0,9.88,18.427273,25.370209,38.369999,24.799999,40.720001,12.99,9.768107,26.059999,10.09,53.689999,4.01,26.01,9.18,26.709999
2019-01-10,21.32,15.2,16.85,45.961243,14.16,35.91,9.423333,2.04,27.4,13.34,23.334585,26.152016,28.950863,48.5,47.509998,23.450001,6.4825,19.280001,12.91,9.164539,11.09,9.66,3.136,9.935,28.5,8.8,60.0,16.1,10.90909,10.2,30.988224,34.369999,20.99,14.73,38.77,4.3225,36.220001,16.198,21.045979,21.48,15.59,7.52,23.25,38.669998,11.6,6.338,30.9,18.858,24.975735,12.342857,37.830002,12.16,1.93,17.389999,28.619047,5.6,38.475018,5.651562,5.51,1.665,5.349123,13.46,24.17,85.010002,28.68,25.26,2.1792,14.8,2.25,13.68,12.704,68.139999,17.469999,37.830002,47.490002,9.98,18.581818,25.823744,38.860001,25.0,40.0,12.5,9.947765,26.735001,10.33,53.099998,4.42,25.75,9.25,27.1
2019-01-11,23.120001,15.192,17.290001,44.557693,14.2,37.200001,9.623333,2.05,27.75,13.23,23.240671,25.982969,28.853474,48.700001,48.18,22.950001,6.475,19.299999,13.4,9.184419,10.71,9.85,3.301,9.7375,28.299999,8.49,59.0,16.549999,10.927272,10.45,30.948238,34.299999,21.530001,14.79,38.5,4.3425,36.82,16.266001,21.13673,21.35,15.22,7.34,24.959999,38.330002,11.66,6.268,32.98,17.899,24.473633,12.190476,37.599998,12.48,1.95,17.16,28.076191,5.825,37.618214,5.55,5.55,1.633333,5.309791,13.34,23.690001,85.010002,28.5,24.99,2.2058,15.23,2.34,14.2,12.8,68.0,17.42,39.490002,47.389999,9.86,19.218182,26.767838,38.860001,25.49,40.450001,12.46,10.044249,26.594999,10.18,52.380001,4.51,25.799999,9.345,27.370001
2019-01-14,23.799999,15.2,17.540001,45.071671,14.698,37.470001,9.836666,2.03,28.0,13.3,23.265715,26.289757,28.959717,49.830002,48.279999,22.67,6.41,19.57,14.0,9.237431,10.9,10.2,3.42,9.8,28.110001,8.45,59.009998,16.85,11.581818,10.71,30.928247,34.09,21.620001,14.96,39.200001,4.3875,37.310001,16.642,21.11198,22.200001,15.2,7.34,25.16,41.0,11.46,6.422,33.009998,18.698,24.365818,12.371428,37.880001,12.69,1.94,17.82,27.971428,5.9,36.93277,5.59375,5.72,1.683333,5.349123,13.88,23.709999,85.010002,28.4,24.85,2.1898,15.0,2.33,14.8,12.754,68.0,18.0,41.599998,48.369999,9.77,20.15909,26.767838,39.0,25.52,40.099998,12.46,10.337026,26.785,9.87,52.599998,4.82,26.299999,9.45,28.6
2019-01-15,24.0,15.16,17.700001,45.714138,14.556,37.0,9.74,2.02,28.129999,13.28,23.353369,26.23967,28.694113,49.25,48.330002,22.43,6.4,19.700001,13.46,9.164539,10.5,10.09,3.342,9.9025,27.99,8.51,59.459999,16.5,11.236363,10.54,30.068573,32.860001,21.76,15.3,39.150002,4.4,37.16,16.712,21.037729,21.709999,14.9,7.2,24.370001,40.130001,11.6,6.34,33.009998,19.455,24.643053,12.295238,37.290001,12.62,1.9,18.34,27.457142,6.0,36.797485,5.530312,5.72,1.675,5.368789,13.8,24.15,85.010002,28.309999,24.83,2.2,14.7,2.32,14.65,12.944,68.300003,17.85,41.599998,47.0,9.62,21.227272,27.62863,42.299999,25.15,40.360001,12.48,10.653092,26.549999,9.74,52.349998,4.98,26.07,9.265,29.0
2019-01-16,23.950001,15.12,17.799999,47.354904,14.57,37.0,9.95,1.97,28.4,13.2,23.478586,26.364887,28.7915,48.779999,48.200001,22.219999,6.5,19.799999,13.45,9.051888,10.24,10.25,3.25,10.3875,28.16,8.51,59.5,16.35,11.3,10.35,30.638357,33.52,21.5,15.45,39.25,4.42,37.0,16.712,20.872726,21.200001,14.93,7.16,23.889999,40.779999,11.59,6.68,32.759998,20.299999,25.567167,12.304761,37.18,13.15,1.9,18.370001,27.657143,6.375,37.609196,5.46875,5.65,1.675,5.33929,13.65,24.200001,85.010002,28.540001,24.82,2.196,14.3,2.33,14.41,12.84,66.0,18.219999,40.77,46.700001,9.94,21.681818,27.58235,44.16,25.26,40.060001,12.24,10.546628,26.530001,9.99,52.650002,5.05,26.33,9.46,29.0
2019-01-17,24.0,15.08,17.85,46.208344,14.31,37.049999,10.0,2.0,29.030001,13.49,23.5725,26.452541,29.738823,48.959999,47.369999,23.66,6.675,19.799999,13.6,9.31695,10.48,10.47,3.33,10.545,28.9,8.47,59.900002,17.049999,11.763636,10.5,30.938244,33.919998,20.469999,15.45,39.700001,4.435,37.560001,16.704,21.821487,21.440001,15.05,7.26,24.02,40.990002,11.34,6.736,33.099998,20.398001,25.751989,12.323809,37.18,13.4,1.93,18.200001,29.390476,6.15,39.007137,5.4525,5.78,1.675,5.555615,13.9,24.35,85.010002,28.780001,25.16,2.2006,14.3,2.33,15.28,12.604,65.099998,18.809999,41.18,47.290001,9.92,20.772726,27.591606,42.970001,25.059999,40.09,12.27,10.812789,27.5,9.98,54.23,4.93,26.5,9.4,30.75
2019-01-18,24.049999,15.04,18.0,45.467033,14.8,36.360001,10.133333,2.03,29.639999,13.59,23.854244,26.721764,30.234617,48.549999,46.290001,24.049999,6.9725,19.799999,13.5,9.197672,10.42,10.18,3.276,10.545,30.5,8.39,60.009998,17.059999,11.863636,10.34,32.347706,35.689999,19.85,15.67,39.610001,4.3775,38.490002,16.559999,22.044241,22.290001,15.49,7.36,24.209999,42.0,11.59,6.84,33.02,20.712999,26.555969,12.314285,37.66,13.53,1.92,18.200001,29.695238,5.475,39.548279,5.44375,6.03,1.683333,5.634279,11.54,24.280001,85.010002,29.15,25.4,2.236,14.9,2.34,15.6,12.674,62.400002,18.57,40.669998,48.43,9.84,20.227272,28.137699,44.369999,25.4,40.450001,12.35,11.308513,28.01,9.94,54.759998,4.88,26.43,9.35,30.299999
2019-01-21,24.5,15.12,18.0,43.984413,14.65,36.18,10.166666,2.15,29.1,13.52,23.441021,26.414976,30.411686,48.290001,46.919998,24.49,6.9,20.030001,13.49,9.343456,10.65,10.1,3.29,10.2275,30.73,8.5,59.529999,17.190001,11.727272,10.5,32.477657,35.860001,20.139999,15.6,40.200001,4.3625,38.669998,16.83,21.978239,21.99,15.5,7.4,23.620001,42.889999,11.45,6.88,32.700001,19.865,26.506683,12.266666,37.349998,13.7,1.92,18.450001,30.761904,5.205,38.781666,5.21875,6.03,1.633333,5.575281,13.98,24.26,85.010002,29.290001,25.530001,2.3342,14.52,2.36,15.87,12.476,60.950001,18.6,41.509998,48.349998,9.93,21.227272,27.971094,45.599998,25.26,40.5,12.54,11.078949,27.52,10.05,55.279999,4.8,26.200001,9.41,28.75
2019-01-22,25.24,15.672,17.540001,43.480324,14.268,35.5,9.923333,2.19,29.15,13.51,23.422237,26.296019,30.314299,48.200001,48.349998,23.26,6.85,19.6,13.4,9.323577,10.4,10.1,3.34,10.2175,30.99,8.49,59.599998,17.040001,11.272727,10.58,32.167774,35.799999,19.48,15.6,40.200001,4.425,38.939999,16.4,21.697737,21.67,15.47,7.19,22.809999,43.73,11.3,6.804,32.5,20.5,26.673023,12.209523,37.290001,13.6,1.92,18.33,30.285713,5.325,38.240524,5.064062,5.7,1.635,5.398288,13.93,24.440001,85.010002,28.85,25.129999,2.2878,14.0,2.33,15.66,12.29,62.23,18.6,41.369999,48.25,9.79,20.5,28.350584,44.48,25.4,40.0,12.46,11.261935,27.200001,9.76,55.080002,4.93,25.440001,9.28,29.25
2019-01-23,26.43,15.92,17.18,43.934994,14.0,36.0,10.24,2.18,29.65,13.84,23.866766,26.746805,30.739265,49.200001,48.669998,23.75,7.0,19.98,13.53,9.429602,10.21,10.84,3.4,10.6375,31.0,8.49,61.68,17.16,11.272727,10.61,32.997459,36.5,19.459999,16.09,40.900002,4.425,41.049999,16.6,22.242243,22.209999,15.65,7.42,23.209999,44.259998,11.38,6.734,32.580002,20.313999,26.64838,12.371428,37.540001,14.08,1.9,18.4,30.55238,6.0,38.953026,5.3,5.72,1.6,5.349123,14.5,24.959999,85.010002,29.15,25.43,2.2778,14.0,2.32,15.89,12.378,61.240002,18.66,42.150002,49.799999,10.32,20.290909,27.776724,45.84,25.35,40.799999,12.61,11.325148,28.135,9.72,55.650002,5.16,26.35,9.385,29.48
2019-01-24,27.4,16.16,17.16,45.081554,14.156,36.060001,10.55,2.17,29.99,14.26,24.217381,27.016027,30.987162,48.950001,49.450001,24.190001,7.375,20.01,14.28,9.601893,10.68,11.44,3.562,10.86,31.0,8.5,61.990002,17.35,11.863636,11.17,33.967091,36.950001,19.67,16.540001,41.59,4.4825,42.0,16.798,22.935249,22.0,15.99,7.54,23.43,44.580002,11.25,6.666,32.470001,19.698,27.085794,12.571428,37.490002,14.47,1.92,18.84,30.685715,6.1225,40.080399,5.23375,5.87,1.675,5.457286,14.85,25.1,85.010002,29.459999,25.540001,2.2352,14.38,2.36,15.85,12.458,64.169998,19.309999,43.18,49.57,10.37,20.40909,28.702305,47.950001,25.85,41.490002,12.55,11.17876,28.855,9.8,56.150002,5.49,26.66,9.41,30.1
2019-01-28,27.92,16.056,17.950001,45.437382,13.7,35.060001,10.743333,2.13,30.059999,14.33,24.787127,27.235161,25.825586,48.32,50.360001,24.450001,7.325,19.969999,14.68,9.323577,10.89,11.47,3.6,10.88,31.190001,8.62,62.200001,17.190001,11.490909,11.47,34.306965,37.02,19.26,16.77,42.16,4.575,43.599998,16.82,22.935249,21.52,15.64,7.29,23.17,45.41,11.4,6.6,33.029999,19.535,27.162806,12.847619,38.16,14.8,1.91,18.809999,30.485714,6.0475,40.828976,5.230625,5.8,1.683333,5.447453,15.32,25.059999,94.010002,28.42,24.77,2.146,14.23,2.31,15.33,13.022,66.349998,19.75,43.790001,49.700001,9.78,20.486362,28.443142,49.080002,25.559999,41.900002,12.35,10.779518,29.094999,9.72,42.360001,5.35,27.1,9.56,29.370001
2019-01-29,28.110001,15.992,17.870001,47.246181,14.374,34.799999,10.516666,2.15,30.049999,14.5,24.110945,26.884546,23.567949,49.93,50.310001,23.85,7.25,19.9,15.65,9.330203,11.42,11.33,3.65,11.055,31.18,8.49,62.709999,17.07,11.345454,12.0,36.736038,38.810001,19.16,16.700001,42.259998,4.665,42.599998,17.32,22.654745,22.379999,15.64,7.36,23.049999,45.880001,10.93,6.604,32.470001,18.871,26.617577,12.638095,37.880001,14.7,1.89,18.59,30.380953,5.5,41.11758,5.565625,5.91,1.71,5.653945,14.93,25.35,94.010002,29.040001,25.370001,2.1738,14.7,2.29,15.64,12.62,67.099998,19.549999,44.400002,49.0,10.04,20.481817,28.424629,48.009998,25.809999,41.200001,12.1,10.905945,28.525,9.7,42.740002,5.67,26.790001,9.605,30.99
2019-01-30,29.459999,16.120001,17.969999,47.562473,14.54,35.950001,10.49,2.17,30.66,14.5,24.305033,26.821938,25.427179,50.580002,51.779999,23.68,7.32,19.85,15.2,9.277191,11.59,11.94,3.612,11.2375,32.049999,8.53,64.690002,17.120001,11.354545,11.75,37.285831,39.779999,19.42,17.0,42.07,4.7125,42.459999,17.6,22.745497,22.52,16.15,7.65,24.059999,46.5,10.78,6.7,32.0,18.841,26.429674,12.780952,38.119999,15.3,1.88,18.85,31.619047,4.975,40.96426,5.504687,6.25,1.695,6.047263,14.9,25.700001,94.010002,29.440001,25.620001,2.36,15.2,2.29,15.78,12.472,67.400002,19.780001,43.009998,47.900002,10.38,20.940908,29.387236,46.599998,25.67,41.5,12.03,10.935888,28.34,9.9,46.599998,5.77,26.6,9.71,32.5
2019-01-31,32.0,16.048,17.51,49.420689,14.7,37.110001,10.49,2.18,31.059999,14.55,25.206612,28.33709,24.904825,51.860001,52.259998,23.540001,7.3975,19.99,14.88,9.177792,11.94,11.43,3.531,11.0975,32.599998,8.4,64.0,17.01,11.127272,11.39,37.385792,40.700001,19.34,16.790001,41.700001,4.6275,41.849998,17.629999,22.8445,22.280001,15.65,7.45,24.719999,45.950001,10.8,6.848,31.85,18.226999,26.263332,12.857142,38.779999,15.09,1.87,18.68,31.714285,4.375,41.036411,5.595937,6.08,1.733333,5.998098,15.0,26.030001,94.010002,29.549999,25.58,2.3,15.46,2.36,15.85,12.4,67.25,19.65,43.369999,48.07,10.2,20.136362,29.711189,46.0,25.719999,41.599998,12.4,11.065641,28.6,9.81,45.5,6.0,26.65,9.42,31.1
2019-02-01,34.34,16.112,18.110001,47.522938,14.7,37.200001,10.646666,2.18,31.4,14.3,24.906084,27.986477,25.453739,52.110001,52.299999,23.889999,7.42,19.93,14.8,9.08502,12.03,11.61,3.6,11.0875,31.1,8.32,64.800003,16.73,11.363636,11.48,37.585716,40.959999,19.27,17.26,42.200001,4.725,42.66,17.642,22.984751,22.190001,15.8,7.51,24.92,47.75,10.62,6.8,31.33,18.134001,26.740791,12.895238,38.810001,14.87,1.91,19.049999,31.238094,4.75,41.180714,5.5875,6.4,1.733333,6.017764,14.8,26.120001,94.010002,30.02,25.799999,2.24,15.85,2.39,16.209999,12.49,67.900002,19.34,44.23,48.75,10.1,19.772726,30.571981,46.610001,25.719999,42.59,12.59,11.029044,27.99,9.69,46.25,5.96,26.610001,9.815,30.299999
2019-02-04,34.0,16.271999,18.450001,47.394444,14.768,38.040001,10.756666,2.27,31.620001,14.4,25.438267,28.593788,24.763168,53.099998,52.799999,23.700001,7.6425,19.969999,14.84,9.012128,11.72,11.75,3.57,11.125,31.120001,8.36,63.849998,17.15,11.536363,11.55,36.796017,40.279999,19.43,17.280001,42.330002,4.7025,43.830002,17.59,23.10025,22.280001,15.99,7.5,26.98,49.380001,10.85,6.804,32.0,18.103001,26.953339,13.142857,39.689999,15.02,2.04,19.32,31.285713,4.8125,41.487362,5.533437,6.6,1.791666,6.057095,14.65,26.65,94.010002,30.360001,26.030001,2.2126,15.97,2.46,16.190001,12.5,68.0,19.34,43.610001,50.34,9.9,20.16818,30.821888,47.009998,25.809999,42.799999,12.62,11.11222,28.395,9.78,44.68,5.99,26.85,9.85,30.139999
2019-02-05,33.400002,16.464001,18.639999,45.467033,15.012,38.59,10.993333,2.27,31.5,14.38,25.419483,28.606312,24.993359,54.650002,53.790001,25.32,7.525,19.74,14.79,9.051888,11.18,11.66,3.514,11.25,31.0,8.3,62.849998,17.15,11.490909,11.53,36.855995,39.5,19.629999,17.389999,41.799999,4.7025,43.799999,17.372,23.364254,22.459999,15.92,7.49,27.59,49.18,10.89,6.7,32.25,18.201,26.722309,12.733333,38.0,14.98,2.1,19.9,30.666666,4.0225,41.009354,5.484375,6.69,2.083333,6.057095,14.84,26.35,94.010002,30.549999,26.08,2.1844,15.7,2.43,16.450001,12.264,67.919998,19.51,43.060001,49.810001,9.88,20.031818,29.877794,47.290001,26.25,42.790001,12.58,11.454902,28.5,9.8,44.52,5.79,26.99,10.025,29.42
2019-02-06,34.049999,15.96,18.09,43.934994,15.5,37.299999,10.733333,2.34,30.120001,14.1,24.211119,27.260204,23.922089,51.32,53.119999,24.18,7.3575,19.17,13.87,8.70068,10.35,11.22,3.392,10.8225,30.690001,8.36,60.0,16.870001,11.272727,11.11,35.546494,37.889999,18.99,16.950001,41.849998,4.6125,41.799999,17.292,22.9765,21.309999,15.33,7.12,26.790001,47.470001,11.14,6.614,31.459999,17.9,26.491282,12.190476,36.400002,14.03,2.02,19.35,29.866667,4.385,38.971062,5.303125,6.26,2.25,5.801439,14.41,25.549999,94.010002,30.01,25.49,2.3196,16.35,2.36,16.09,11.946,67.300003,18.959999,41.110001,47.73,9.31,19.30909,29.452026,47.849998,25.309999,40.490002,12.1,11.218684,27.299999,9.35,42.459999,5.29,25.700001,9.67,28.41
2019-02-07,33.48,15.8,18.75,43.58905,15.362,36.18,10.333333,2.53,30.219999,13.85,24.561733,27.673428,23.204956,51.66,52.299999,23.209999,7.65,19.129999,14.0,8.800078,10.7,11.18,3.364,10.725,30.35,9.17,60.73,16.34,11.036363,11.25,35.18663,37.43,18.4,17.33,40.779999,4.63,42.400002,17.073999,22.374243,21.0,15.23,7.17,26.360001,49.040001,12.0,6.59,31.549999,18.59,26.429674,12.209523,36.529999,14.33,1.99,19.6,30.24762,3.775,39.097328,5.2125,6.03,2.45,5.644112,14.23,25.379999,94.010002,29.48,25.09,2.264,16.5,2.31,15.61,12.05,66.389999,18.82,39.77,47.82,9.52,18.65909,29.2484,48.619999,25.280001,41.959999,11.9,10.885983,26.965,9.44,41.59,5.45,25.01,9.585,28.799999
2019-02-08,34.5,15.856,18.219999,44.468739,15.264,37.0,10.443333,2.84,30.24,13.91,25.20035,27.967693,24.010624,51.73,52.080002,23.5,8.0,19.26,14.17,8.879597,10.6,11.16,3.397,10.78,30.280001,9.02,61.0,16.629999,11.090909,11.13,35.776405,37.400002,18.940001,17.719999,40.799999,4.55,43.41,16.98,22.291742,21.5,15.35,7.17,27.030001,48.349998,11.15,6.594,31.6,18.059999,27.480083,12.6,37.310001,14.25,2.08,19.26,31.695238,3.75,39.232613,5.3125,5.93,2.666666,5.821105,14.48,25.34,94.010002,29.27,25.129999,2.241,16.540001,2.32,15.16,12.046,63.889999,19.440001,42.189999,49.0,9.85,19.549999,30.007376,47.959999,25.809999,41.720001,11.79,10.746248,26.969999,9.62,43.16,5.56,25.120001,9.5,29.209999
2019-02-11,36.0,15.648,18.709999,43.836151,15.484,37.200001,10.26,2.91,29.549999,13.74,24.711994,27.804909,23.196104,50.200001,53.970001,23.120001,8.0125,19.02,14.15,8.674173,11.06,11.4,3.405,10.72,29.799999,9.19,61.16,16.690001,11.272727,11.01,35.796398,38.110001,18.67,17.709999,41.299999,4.5,43.369999,16.700001,22.893999,21.35,15.45,7.17,27.82,48.950001,10.84,6.66,30.77,18.25,27.489325,12.514285,36.889999,14.35,2.03,18.799999,31.15238,3.0,38.781666,5.166562,5.71,2.65,5.663778,14.44,25.17,82.019997,28.9,24.84,2.32,16.549999,2.32,14.84,11.85,65.010002,19.299999,38.25,48.32,9.62,19.422728,29.951841,46.689999,25.49,42.009998,11.74,10.772864,26.950001,9.58,42.02,5.52,25.6,9.445,29.780001
2019-02-12,37.669998,15.888,18.67,45.8624,15.5,38.259998,10.373333,3.06,28.92,13.56,25.244177,28.362133,24.32935,53.290001,54.939999,23.299999,8.2625,19.440001,14.19,8.800078,11.07,11.33,3.44,10.635,29.889999,9.05,63.240002,16.440001,11.272727,11.08,35.726421,37.73,18.629999,18.110001,41.799999,4.515,43.720001,16.642,22.563995,21.190001,15.5,7.29,28.540001,47.580002,10.65,6.62,30.07,17.309999,28.616745,12.723809,37.77,14.55,2.01,18.209999,31.685715,3.0275,40.278816,5.15,5.58,2.55,5.614613,14.15,25.110001,93.5,29.940001,25.719999,2.3178,16.99,2.27,15.25,11.854,65.699997,19.6,38.150002,48.91,9.88,19.40909,30.636772,45.349998,25.299999,41.880001,11.63,10.47676,26.844999,9.58,44.299999,5.56,25.52,9.435,29.33
2019-02-13,37.549999,15.824,18.389999,45.832748,15.48,38.400002,10.346666,3.48,28.389999,13.6,25.031303,27.923866,24.630367,52.080002,55.380001,22.549999,8.5,19.299999,13.75,8.945863,10.98,11.27,3.431,10.6325,31.65,9.2,62.369999,16.33,11.10909,10.86,36.796017,38.799999,18.77,18.049999,41.669998,4.5125,43.02,16.878,22.275242,21.030001,15.63,7.33,28.65,47.790001,10.65,6.7,30.15,16.68,27.926739,12.447619,36.91,14.38,2.03,18.110001,31.866667,2.9025,39.232613,5.040625,5.61,2.566666,5.703109,13.95,25.299999,93.5,30.65,26.049999,2.524,17.530001,2.3,15.47,11.612,67.800003,19.059999,38.32,48.16,9.98,19.863636,30.544214,45.869999,25.48,42.189999,11.6,10.579898,27.6,9.62,45.490002,5.45,26.26,9.33,30.030001
2019-02-14,37.200001,15.8,18.59,46.949657,15.45,38.599998,10.786666,3.85,28.66,13.9,25.882793,28.98823,24.772022,54.740002,55.73,22.82,8.55,19.620001,14.12,9.091647,11.3,11.6,3.525,10.675,31.969999,9.25,63.0,16.709999,11.118181,11.14,37.115894,39.830002,19.299999,18.66,41.759998,4.65,43.59,16.860001,22.258741,21.42,15.73,7.4,28.5,48.52,10.39,6.626,30.110001,15.8,28.339512,12.761904,37.889999,14.5,2.09,18.15,32.75238,2.55,40.278816,5.334062,5.58,2.583333,5.860437,14.43,25.73,93.5,31.290001,26.950001,2.6992,17.200001,2.3,15.64,11.756,68.550003,19.639999,40.360001,49.450001,10.13,20.377272,30.960726,45.049999,25.75,42.299999,11.72,10.839405,28.01,9.67,45.66,5.45,26.540001,9.42,31.51
2019-02-15,36.41,15.44,18.49,46.801395,15.732,38.5,10.773333,3.5,27.68,13.82,25.538443,28.8004,24.860558,54.810001,55.580002,22.66,8.5,19.75,14.0,9.14466,10.96,10.88,3.502,10.725,31.65,9.38,62.619999,16.5,11.090909,11.07,36.296207,39.450001,19.33,18.98,42.040001,4.72,43.18,16.799999,21.714235,21.24,15.48,7.32,28.91,48.5,10.59,6.746,29.93,15.22,28.077679,12.6,37.5,14.82,2.23,18.33,32.55238,3.3,39.818848,5.124062,5.8,2.541666,5.850604,14.0,25.469999,93.5,31.049999,26.84,2.7,18.0,2.37,15.62,11.702,71.0,19.77,39.639999,49.200001,10.14,20.236362,31.256912,45.68,25.76,42.369999,11.95,11.092258,28.525,9.4,45.880001,5.28,26.23,9.45,29.870001
