data,RRRP3.SA,ALPA4.SA,ABEV3.SA,AMER3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BPAN4.SA,BBSE3.SA,BRML3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BBAS3.SA,BRKM5.SA,BRFS3.SA,BPAC11.SA,CRFB3.SA,CCRO3.SA,CMIG4.SA,CIEL3.SA,COGN3.SA,CPLE6.SA,CSAN3.SA,CPFE3.SA,CMIN3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,ECOR3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENBR3.SA,ENGI11.SA,ENEV3.SA,EGIE3.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,NTCO3.SA,SOMA3.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,KLBN11.SA,RENT3.SA,LWSA3.SA,LREN3.SA,MGLU3.SA,MRFG3.SA,CASH3.SA,BEEF3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,PETZ3.SA,POSI3.SA,QUAL3.SA,RADL3.SA,RDOR3.SA,RAIL3.SA,SBSP3.SA,SANB11.SA,CSNA3.SA,SLCE3.SA,SULA11.SA,SUZB3.SA,TAEE11.SA,VIVT3.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIIA3.SA,VBBR3.SA,WEGE3.SA,YDUQ3.SA
2019-11-29,39.099998,31.780001,18.049999,56.34,12.55,53.099998,15.906666,9.0,34.450001,15.57,23.478586,25.071375,30.278885,47.810001,27.99,36.599998,17.3825,18.809999,17.190001,8.647667,7.8,10.25,6.325,15.525,31.59,7.22,40.139999,26.84,13.072727,14.4,34.830002,35.93,18.0,19.889999,45.860001,9.525,46.77,20.639999,43.34,28.5,17.0,7.8,34.060001,48.869999,15.89,11.14,33.299999,,34.31237,12.638095,34.799999,28.48,5.67,17.540001,42.895237,22.0375,51.390213,11.2575,10.7,5.43,14.454433,17.57,28.92,86.0,31.200001,29.15,4.652,26.99,7.4,36.799999,22.598,55.700001,24.43,57.400002,44.200001,12.56,17.454544,48.85223,38.560001,28.26,46.299999,13.54,21.566666,21.809999,8.51,49.98,8.81,28.440001,15.21,42.41
2019-12-02,38.169998,31.16,17.969999,58.799999,12.38,52.939999,15.866666,9.05,34.52,16.18,23.711494,25.236664,31.093405,47.43,28.26,36.419998,17.2675,18.799999,17.08,8.601281,7.77,10.44,6.25,16.125,31.6,7.18,40.860001,26.620001,12.90909,14.11,35.169998,35.970001,18.450001,19.780001,45.91,9.445,46.849998,20.6,43.299999,28.469999,17.450001,8.05,33.630001,48.209999,16.41,11.25,33.59,,34.37706,12.723809,35.279999,28.200001,6.13,17.99,42.438095,24.525,51.985466,11.23,10.85,5.16,15.142739,17.450001,29.34,86.0,31.16,29.07,4.616,27.91,7.52,35.799999,22.0,54.02,25.190001,58.09,44.580002,13.28,17.518181,49.962929,38.799999,28.57,46.0,13.68,21.163334,22.1,8.68,51.34,9.17,28.66,15.08,41.5
2019-12-03,35.799999,31.15,17.870001,59.75,12.53,53.5,16.036667,9.05,35.860001,16.190001,23.583771,25.311794,30.482513,48.389999,28.700001,35.799999,17.129999,18.99,16.799999,8.495256,7.83,10.49,6.2,15.875,31.610001,7.0,40.459999,27.24,13.2,14.06,35.450001,36.41,18.5,20.030001,46.509998,9.45,45.98,20.870001,45.650002,28.51,17.049999,7.85,34.98,48.290001,16.299999,11.428,32.900002,,34.395542,12.695238,35.290001,28.02,6.12,18.07,42.704762,25.775,52.223568,11.1475,11.27,4.95,15.388563,18.700001,29.219999,89.989998,31.07,28.98,4.696,27.4,8.37,35.299999,22.098,53.830002,25.24,57.349998,44.459999,12.78,17.672728,50.194324,38.950001,28.75,46.990002,13.71,20.833332,22.389999,8.6,50.419998,9.5,28.309999,15.355,42.560001
2019-12-04,33.950001,31.15,18.299999,59.200001,12.58,53.41,16.459999,9.0,36.110001,16.280001,24.117205,25.965439,30.491367,49.09,28.83,36.400002,17.49,18.969999,16.780001,8.535016,7.68,10.62,6.295,16.275,32.0,7.23,41.060001,27.610001,13.372727,13.95,35.650002,36.610001,18.379999,20.1,48.07,9.4875,46.93,21.32,45.549999,28.49,17.26,7.92,34.450001,50.299999,16.73,11.604,32.25,,34.099823,13.0,36.560001,27.23,6.1,17.969999,42.285713,27.25,52.48151,11.0175,10.98,4.84,14.267607,18.700001,29.780001,89.989998,31.450001,29.66,5.098,27.639999,9.88,34.889999,21.450001,52.150002,25.35,58.23,44.900002,13.13,17.518181,49.583443,37.91,28.700001,47.5,14.09,21.283333,22.15,8.81,50.919998,9.45,27.700001,15.91,42.0
2019-12-05,38.099998,31.299999,18.15,59.5,12.5,53.41,16.416666,9.04,36.700001,16.4,24.282494,26.070623,31.359009,48.669998,28.639999,36.299999,17.647499,19.09,16.9,8.667547,8.08,10.66,6.3,16.4125,32.150002,7.23,40.700001,27.709999,13.445454,13.97,35.650002,36.700001,18.41,20.25,49.07,9.735,47.639999,21.77,45.66,28.309999,17.299999,7.91,34.349998,50.41,18.450001,11.598,32.119999,,34.37706,12.942857,36.509998,27.549999,6.21,18.200001,42.895237,27.07,52.560879,11.2225,11.07,4.43,14.818252,18.389999,30.209999,89.989998,31.860001,30.049999,4.99,28.35,11.0,34.790001,21.106001,52.0,25.219999,58.330002,45.400002,12.98,17.618181,48.741161,38.0,28.98,46.610001,14.15,21.43,21.68,8.8,50.950001,9.32,27.42,16.385,41.849998
2019-12-06,37.380001,32.049999,18.450001,61.41,12.5,54.700001,16.366667,9.18,36.720001,16.549999,24.267467,25.777611,31.633467,48.470001,29.309999,36.900002,18.467501,19.73,17.01,8.627787,8.07,10.94,6.54,16.635,32.18,7.12,41.400002,28.77,13.518181,14.0,35.82,37.189999,18.559999,20.02,49.740002,9.7,47.650002,21.780001,46.599998,28.879999,17.6,8.1,36.060001,51.400002,19.549999,11.556,32.290001,,34.256924,12.819047,35.849998,27.450001,6.4,18.389999,43.523808,27.682501,53.731544,11.35,11.1,4.26,14.828085,19.26,30.530001,89.989998,32.07,30.35,5.316,27.5,10.6,35.150002,20.983999,50.790001,25.200001,58.450001,44.630001,13.33,18.090908,49.583443,38.200001,28.940001,47.0,14.28,21.803333,21.5,9.0,51.349998,10.0,27.23,16.370001,44.139999
2019-12-09,36.490002,31.73,18.440001,60.73,12.9,54.709999,15.883333,9.22,36.619999,16.48,24.064613,25.995493,31.819389,48.619999,29.040001,36.849998,19.184999,19.639999,17.42,8.535016,8.14,10.99,6.5,16.465,32.439999,7.15,41.200001,28.98,13.336363,14.16,35.77,37.200001,18.5,20.35,49.990002,9.695,47.5,21.92,46.07,29.049999,17.18,7.9,36.689999,50.41,19.98,11.16,32.049999,,34.025894,13.028571,36.549999,26.530001,6.37,18.08,42.990475,26.282499,52.48151,11.4625,10.87,3.93,14.995245,19.459999,30.49,89.989998,32.23,30.209999,5.362,27.75,10.1,34.82,20.558001,51.25,25.200001,59.700001,44.470001,13.16,18.709089,48.648602,37.779999,29.280001,47.470001,14.42,21.68,21.379999,8.7,51.439999,10.23,26.65,15.955,42.450001
2019-12-10,34.91,32.0,18.370001,61.299999,12.77,53.599998,15.596666,9.3,36.189999,16.959999,23.974455,25.905334,32.005314,47.919998,29.129999,36.799999,18.532499,19.530001,17.15,8.442244,8.1,11.16,6.529,16.584999,32.450001,6.98,41.619999,28.99,13.372727,14.16,35.790001,37.009998,18.43,20.360001,49.459999,9.75,47.27,22.18,45.639999,28.440001,17.67,8.06,35.0,49.099998,20.200001,10.924,32.439999,,34.053619,13.009523,36.02,26.0,6.32,18.280001,42.333332,27.35,52.293015,11.65,11.19,3.91,14.788753,19.540001,30.549999,88.879997,32.43,30.440001,5.398,27.0,9.37,34.380001,20.780001,50.169998,25.049999,59.889999,44.549999,13.33,18.454544,47.426834,38.09,29.52,47.23,14.11,21.616667,21.65,8.8,51.200001,10.2,27.24,15.985,42.349998
2019-12-11,32.34,33.080002,18.450001,61.400002,12.51,54.639999,15.4,9.28,36.349998,17.1,23.929377,25.755072,32.226646,47.849998,29.33,35.880001,18.219999,20.07,17.299999,8.614534,8.25,11.95,6.503,17.127501,32.5,7.2,41.810001,28.0,13.563636,14.6,36.07,37.0,18.57,20.5,49.919998,10.06,47.75,22.549999,46.369999,28.5,17.6,8.0,35.299999,49.349998,20.190001,11.244,32.310001,,33.951965,12.971428,35.599998,25.450001,6.53,18.559999,43.438095,29.4025,53.017239,11.895,11.1,4.01,14.54293,19.65,30.450001,88.879997,32.439999,30.4,5.48,26.48,11.14,34.400002,20.299999,48.009998,25.65,61.5,44.32,13.66,19.172728,48.389439,39.18,29.549999,47.490002,14.17,21.58,21.75,8.93,51.830002,10.32,27.52,16.535,44.150002
2019-12-12,34.799999,32.299999,18.700001,64.610001,12.61,55.07,15.563333,9.3,36.5,17.17,24.214876,26.100676,32.749004,48.91,29.290001,35.509998,18.68,20.98,17.280001,8.627787,8.4,12.1,6.48,17.237499,32.900002,7.17,43.43,28.67,13.672727,14.6,36.18,37.029999,18.82,20.540001,50.400002,9.8925,47.830002,22.18,47.0,28.440001,17.91,8.1,35.700001,49.0,19.700001,11.44,32.740002,,34.691257,12.95238,35.59,25.25,6.64,18.75,44.55238,28.565001,53.622414,11.9575,10.97,3.74,14.061115,20.860001,30.799999,88.879997,32.869999,30.969999,5.6,25.66,11.47,34.029999,20.724001,48.639999,25.879999,59.439999,44.25,14.1,19.00909,49.51865,39.16,29.9,46.689999,14.44,22.333332,22.07,9.29,52.950001,10.0,27.799999,16.9,45.009998
2019-12-13,35.560001,33.200001,19.01,66.199997,12.68,56.860001,15.466666,9.62,37.349998,17.389999,24.432756,26.145756,33.483841,48.529999,29.129999,33.950001,18.674999,20.799999,17.540001,8.634414,8.78,12.2,6.549,17.325001,33.400002,7.16,43.630001,29.43,13.863636,14.79,35.959999,37.290001,19.030001,20.68,51.200001,9.9725,47.990002,22.67,49.099998,28.780001,18.49,8.57,36.18,49.150002,19.1,11.236,33.119999,,33.896519,13.047619,36.310001,25.639999,6.71,18.84,44.599998,27.782499,53.820831,12.2675,10.91,3.57,13.500637,22.16,30.85,88.879997,31.33,29.98,5.866,26.049999,11.2,34.220001,21.402,49.32,25.41,58.400002,44.529999,14.18,18.972727,49.546417,38.880001,30.139999,47.5,14.68,22.9,22.26,9.25,53.759998,10.87,27.52,17.025,47.200001
2019-12-16,34.549999,32.990002,19.08,66.540001,12.34,57.27,15.406666,9.55,36.82,17.360001,24.064613,25.687452,33.421867,47.869999,28.639999,34.740002,18.7125,21.02,17.77,8.886223,8.33,12.1,6.601,17.3325,33.700001,7.12,43.380001,30.110001,13.981818,15.21,36.25,37.849998,18.959999,20.610001,51.52,10.075,47.509998,22.059999,49.599998,28.950001,18.110001,8.48,36.330002,48.450001,19.200001,11.568,33.5,,33.951965,12.923809,35.48,25.5,6.82,18.66,45.238094,24.525,54.019249,12.325,10.87,3.57,13.244981,22.35,31.08,88.879997,31.09,29.41,5.886,26.6,11.18,33.950001,21.066,47.73,25.370001,58.540001,45.25,14.01,20.336363,50.351673,39.200001,30.4,47.330002,14.52,22.666666,22.43,9.12,53.34,11.25,28.5,16.745001,47.349998
2019-12-17,35.5,32.099998,18.91,64.279999,12.33,56.869999,15.93,9.6,37.549999,17.389999,24.447783,26.160782,33.315624,48.950001,28.459999,33.630001,18.75,21.469999,17.75,8.945863,8.79,12.0,6.648,17.1,33.450001,7.12,42.66,29.66,13.718181,15.15,35.93,37.66,19.16,20.5,50.75,10.0975,47.299999,22.08,49.650002,28.809999,18.02,8.43,35.330002,48.830002,18.75,11.652,33.619999,,34.395542,13.171428,36.02,24.99,6.73,18.809999,45.047619,25.9175,53.7117,11.97,10.7,3.31,12.468178,21.870001,30.73,88.879997,31.52,29.85,5.98,26.610001,11.02,34.150002,21.202,49.200001,25.26,58.130001,45.09,13.88,20.481817,50.499767,40.029999,30.030001,47.389999,14.61,22.633333,23.0,9.25,53.419998,10.99,29.200001,16.98,46.349998
2019-12-18,34.889999,32.299999,19.09,63.880001,12.18,57.610001,16.186666,9.59,38.029999,17.67,25.39444,26.889557,33.111996,50.639999,28.77,34.330002,18.6425,22.309999,18.209999,8.992249,8.74,11.64,6.65,17.280001,34.209999,7.07,43.07,29.700001,13.763636,15.51,35.389999,36.549999,19.42,20.719999,51.799999,10.2625,49.68,22.379999,49.970001,29.85,17.83,8.39,35.150002,48.290001,18.610001,12.144,34.91,,35.310413,13.304761,36.48,25.879999,6.73,18.790001,46.028572,25.555,54.664108,12.1325,10.25,3.66,12.714001,21.540001,31.1,88.879997,32.349998,30.540001,5.924,25.57,10.59,35.68,20.986,49.560001,25.26,59.310001,46.580002,13.73,20.927273,50.71265,39.57,30.42,47.73,14.79,22.566666,23.690001,9.25,53.470001,11.26,29.219999,16.950001,48.139999
2019-12-19,35.68,32.720001,19.17,63.810001,13.05,57.709999,16.186666,9.52,38.299999,18.0,25.770098,27.385424,33.200531,51.16,28.01,34.369999,18.9925,22.33,18.23,9.071767,8.54,11.21,6.889,17.092501,35.09,6.94,44.59,29.290001,14.063636,15.96,35.869999,37.099998,19.290001,21.16,51.84,10.65,48.75,22.549999,49.810001,30.4,18.27,8.7,36.439999,47.91,18.1,12.432,35.48,,35.347378,13.314285,36.66,26.25,6.63,19.01,46.571426,26.66,55.199837,12.155,9.72,3.66,12.163356,21.73,31.66,88.879997,32.299999,30.610001,6.0,26.98,10.09,37.0,21.152,48.73,25.48,59.639999,46.810001,13.73,20.654545,52.036232,39.669998,30.65,47.849998,14.7,22.666666,24.290001,9.32,54.0,11.24,29.43,16.799999,49.700001
2019-12-20,34.110001,32.349998,18.91,62.700001,13.25,57.0,16.366667,9.5,37.740002,17.950001,25.03381,26.814425,33.545815,51.060001,28.379999,34.810001,18.8925,23.0,18.84,9.045261,8.47,10.89,6.985,17.4025,35.23,6.87,43.59,29.18,14.20909,15.86,35.98,37.23,19.65,21.370001,51.880001,10.82,48.52,22.32,49.0,29.83,19.15,8.93,35.889999,48.07,18.450001,12.79,35.400002,,35.994259,13.190476,36.5,26.0,6.76,18.74,45.542858,27.84,55.269283,12.1475,9.49,3.58,11.878201,20.950001,32.009998,88.879997,31.93,30.26,6.182,26.450001,11.05,36.900002,21.454,50.220001,25.67,59.68,47.259998,13.81,21.636362,52.258373,40.18,30.309999,48.849998,15.28,22.82,24.610001,9.33,54.790001,11.37,29.299999,16.945,48.119999
2019-12-23,33.650002,32.700001,18.959999,62.599998,12.7,57.599998,15.623333,9.68,37.950001,18.16,25.537189,26.979713,34.023903,52.599998,29.25,34.529999,18.5425,23.23,19.23,9.078394,8.53,11.2,6.936,17.299999,35.360001,6.6,43.459999,29.25,14.681818,16.290001,38.5,38.509998,19.73,21.51,51.529999,10.7375,49.849998,22.4,49.630001,30.0,19.459999,9.02,36.459999,48.650002,18.49,12.64,35.75,,36.15136,13.285714,36.84,26.32,7.08,18.4,46.799999,27.700001,55.656197,12.185,9.4,3.76,11.868368,20.98,32.169998,88.879997,32.400002,30.5,6.66,25.99,10.6,36.400002,21.672001,48.950001,25.940001,60.029999,47.209999,14.53,21.863636,52.822979,40.040001,30.469999,49.0,15.39,22.556665,25.33,9.53,54.580002,11.67,30.200001,16.895,49.0
2019-12-26,32.0,32.860001,19.219999,62.73,12.46,57.07,15.55,10.38,37.759998,18.280001,25.807663,27.317806,34.572819,53.200001,30.17,35.18,18.9125,23.35,19.5,9.071767,8.7,11.6,6.688,17.2675,35.810001,6.67,43.529999,30.0,15.245454,16.549999,37.900002,38.639999,19.719999,21.780001,52.77,10.82,51.119999,22.719999,50.439999,30.1,19.889999,9.14,36.650002,49.0,17.549999,12.88,35.810001,,36.936855,13.514285,37.400002,26.49,7.24,18.52,48.259998,28.98,56.420105,12.2725,9.69,3.59,12.428846,21.530001,33.27,88.879997,32.689999,30.91,6.868,27.0,10.51,38.119999,21.950001,47.330002,26.6,61.610001,48.040001,14.5,22.700001,53.683769,40.720001,30.92,49.889999,15.59,22.33,25.6,9.53,54.790001,11.8,30.139999,17.424999,48.599998
2019-12-27,31.35,32.66,19.16,62.400002,13.1,57.799999,14.736666,10.67,37.84,17.98,25.642374,27.212622,34.679062,52.970001,30.440001,35.240002,18.684999,23.299999,19.16,9.071767,8.54,11.61,6.743,17.5075,35.400002,6.65,44.16,30.02,15.3,16.459999,37.740002,38.099998,19.719999,21.73,53.099998,10.9375,50.810001,22.73,50.970001,30.4,19.879999,9.1,36.919998,50.900002,17.9,12.76,35.5,,36.521004,13.457142,37.299999,26.4,7.06,18.280001,47.959999,29.959999,55.656197,12.1825,9.76,3.79,12.527175,21.940001,33.040001,88.879997,32.169998,30.52,6.78,26.9,10.31,37.669998,21.983999,46.919998,26.870001,61.830002,48.310001,13.96,22.536364,53.878143,40.0,30.799999,49.330002,15.59,21.606667,25.719999,9.43,53.599998,11.5,30.43,17.67,48.799999
2019-12-30,30.110001,33.200001,18.67,62.860001,13.33,58.279999,14.323333,10.6,37.700001,18.059999,25.597296,27.175056,33.891102,52.82,29.85,35.200001,18.9,23.35,18.98,9.138033,8.37,11.43,6.907,17.3925,35.549999,6.64,43.799999,29.690001,15.2,16.299999,37.799999,38.240002,19.73,22.1,54.240002,10.9225,50.799999,22.790001,51.900002,30.530001,20.0,9.28,36.799999,51.139999,17.91,12.78,35.689999,,35.994259,13.419047,37.099998,25.799999,7.13,18.49,47.41,31.99,55.745483,11.925,9.96,3.87,12.625505,21.549999,33.099998,88.879997,32.0,30.18,6.612,26.799999,10.19,37.099998,22.327999,45.970001,26.1,60.560001,49.299999,14.11,22.545454,55.849632,39.68,31.059999,49.040001,15.67,21.516666,25.48,9.51,53.299999,11.17,30.07,17.33,47.5
2020-01-02,29.870001,32.580002,19.200001,65.18,13.54,58.799999,15.036666,10.88,38.099998,18.219999,26.626596,28.181818,33.669765,53.799999,30.4,35.880001,18.952499,23.93,19.0,9.197672,8.57,12.2,6.868,17.9275,35.209999,6.38,44.709999,31.110001,15.763636,16.299999,38.18,38.709999,20.200001,21.91,53.290001,10.965,52.0,23.549999,52.830002,31.02,20.76,9.68,37.169998,51.18,17.59,13.288,36.0,,36.862926,13.666666,38.029999,27.200001,7.6,18.49,49.619999,30.700001,57.04512,12.3325,10.06,4.27,12.360015,22.200001,33.549999,88.879997,32.799999,30.700001,7.156,26.74,10.16,39.200001,22.966,45.970001,26.4,60.549999,51.040001,14.69,23.627272,57.126938,40.790001,30.84,48.240002,15.77,23.049999,25.6,9.7,54.330002,11.73,30.74,17.620001,46.75
2020-01-03,29.0,32.580002,18.93,64.300003,13.46,56.759998,14.603333,11.35,37.68,18.629999,26.198347,28.181818,34.147854,53.709999,31.75,35.939999,19.0075,24.549999,18.790001,9.098274,8.46,12.15,6.863,18.275,34.990002,6.3,44.200001,32.799999,16.0,16.17,37.599998,38.549999,20.41,22.049999,54.209999,11.0675,52.299999,23.27,53.25,30.110001,20.42,9.7,35.900002,49.740002,17.280001,13.85,36.740002,,36.57645,13.466666,37.630001,27.469999,8.12,18.940001,48.900002,27.629999,56.648285,12.2225,10.28,3.87,12.684502,22.200001,33.549999,88.879997,31.99,30.450001,7.57,25.5,9.94,40.009998,22.454,45.200001,25.629999,59.509998,51.009998,14.58,23.527271,59.246517,40.650002,30.799999,48.799999,15.8,23.540001,25.299999,9.6,53.93,11.48,30.559999,17.395,45.77
2020-01-06,29.120001,32.07,19.02,63.900002,13.27,55.0,14.463333,11.61,38.299999,18.5,26.048084,27.678436,34.307217,53.0,33.400002,35.57,18.98,23.48,18.309999,9.224178,8.25,11.99,6.874,18.1675,35.32,6.18,43.82,32.5,15.890909,16.08,37.779999,38.610001,20.379999,21.879999,54.380001,11.35,51.860001,23.299999,53.5,31.0,20.370001,9.65,34.25,50.049999,17.790001,13.392,35.900002,,36.234528,13.438095,37.07,26.82,8.16,19.110001,48.330002,29.290001,56.598682,12.2325,10.09,3.56,12.67467,21.9,33.490002,88.879997,33.029999,30.809999,7.718,26.27,9.53,41.650002,22.011999,45.32,24.9,58.599998,47.509998,14.22,23.31818,59.487171,40.580002,30.99,48.330002,15.78,23.003332,24.75,9.42,53.610001,11.48,29.030001,17.440001,46.650002
2020-01-07,30.68,32.799999,19.059999,63.740002,13.15,56.82,14.93,11.6,38.32,18.799999,25.604809,27.197596,34.457726,52.599998,32.529999,35.16,18.9,23.34,18.719999,9.562133,8.01,12.08,6.909,18.495001,34.91,6.26,44.400002,32.599998,15.954545,16.440001,38.75,39.200001,20.5,21.75,53.740002,11.265,51.970001,23.18,54.240002,31.32,20.690001,9.72,34.450001,51.689999,17.799999,13.024,35.549999,,36.474796,13.257142,36.209999,27.299999,8.23,19.17,48.799999,29.139999,56.56892,12.1975,10.4,3.72,13.254813,22.0,33.580002,88.879997,32.580002,30.690001,7.728,26.459999,9.88,40.59,21.709999,42.75,25.27,57.599998,47.41,14.22,22.727272,58.320938,41.099998,30.620001,49.400002,15.95,23.1,25.299999,9.51,54.0,11.65,28.99,17.575001,45.779999
2020-01-08,29.799999,33.16,18.969999,64.589996,12.71,56.919998,14.89,11.5,38.299999,18.25,25.214125,26.776859,34.448872,52.119999,34.16,36.509998,18.7325,22.9,18.59,9.827196,7.83,12.0,6.801,18.190001,34.689999,6.13,44.34,31.59,15.890909,16.48,39.310001,39.529999,20.33,21.719999,53.700001,11.2125,51.450001,23.34,54.799999,31.129999,20.77,9.66,35.810001,52.0,17.24,12.756,35.09,,36.613415,13.057142,35.619999,27.969999,8.1,19.379999,48.560001,30.049999,56.935993,12.5725,10.66,4.1,13.402308,21.620001,33.709999,87.0,32.049999,30.5,7.57,26.190001,9.64,39.810001,22.0,42.66,25.6,56.75,47.040001,14.2,22.863636,57.904427,43.150002,30.309999,49.900002,16.120001,22.790001,25.1,9.39,54.009998,11.6,28.85,16.91,45.509998
2020-01-09,29.709999,33.959999,18.82,68.040001,12.28,57.279999,14.883333,11.5,38.189999,18.51,24.96619,26.34861,34.006199,51.060001,34.849998,36.84,18.860001,23.4,18.139999,9.747677,7.35,12.1,7.002,17.995001,35.32,6.08,43.389999,31.43,15.772727,16.43,39.349998,40.110001,20.190001,22.26,54.720001,11.375,51.599998,23.620001,55.599998,31.709999,20.66,9.67,36.650002,51.939999,18.08,12.68,35.84,,38.027309,12.8,34.91,28.309999,8.13,19.26,48.82,30.530001,56.499474,13.02,10.91,3.97,13.195816,21.459999,33.5,91.160004,32.23,30.4,7.28,25.799999,9.72,40.099998,22.662001,44.720001,25.93,57.619999,46.150002,14.05,22.727272,59.857403,43.040001,29.93,49.060001,15.9,23.166666,25.15,9.33,53.299999,11.66,28.09,16.66,45.91
2020-01-10,27.6,33.709999,18.889999,66.779999,12.3,57.5,14.766666,11.42,36.400002,18.639999,24.530428,25.867767,33.899956,49.860001,34.450001,36.34,19.125,23.639999,18.17,9.893461,7.4,12.2,7.195,18.262501,35.990002,6.2,42.040001,31.65,16.0,16.370001,40.099998,40.650002,20.110001,22.67,55.060001,11.42,52.369999,23.9,56.0,31.15,20.940001,9.88,37.240002,52.5,18.43,12.41,36.029999,,38.045792,12.714285,34.599998,28.16,8.16,19.76,47.849998,34.990002,56.678047,12.95,10.75,3.68,13.136818,21.25,33.150002,90.900002,32.099998,30.27,7.444,25.799999,9.87,40.650002,21.959999,45.84,25.67,57.41,45.950001,14.21,22.563637,59.820381,43.110001,30.450001,50.279999,16.32,22.993334,25.09,9.14,53.360001,11.7,28.200001,17.0,46.110001
2020-01-13,27.969999,33.889999,19.209999,69.169998,13.4,58.299999,14.783333,11.7,36.130001,19.040001,24.830954,26.145756,35.325363,50.419998,34.0,36.700001,19.174999,23.43,18.299999,10.171777,7.43,12.55,7.42,18.73,35.860001,6.48,41.599998,32.25,16.109091,16.65,40.200001,40.790001,20.459999,22.67,55.169998,11.4,53.360001,23.889999,56.150002,31.0,21.84,10.4,38.0,51.990002,19.73,12.478,37.189999,,38.369232,12.885714,35.060001,28.73,8.4,20.24,48.0,32.860001,57.908237,13.5575,11.05,3.48,14.316772,21.57,33.5,90.900002,32.09,30.33,7.764,24.280001,10.03,41.950001,22.474001,44.349998,25.950001,59.91,46.52,15.07,22.427273,58.163589,44.700001,30.6,51.799999,16.33,23.216665,25.32,9.54,55.299999,12.7,28.790001,17.16,47.700001
2020-01-14,27.620001,34.259998,19.1,68.349998,13.31,59.189999,14.883333,11.5,36.560001,19.219999,24.883547,26.115702,35.661797,50.150002,34.27,36.549999,18.809999,23.4,18.91,10.277802,7.49,12.79,7.444,19.327499,35.59,6.63,42.5,32.5,16.090908,17.360001,39.5,40.150002,20.370001,22.67,54.5,11.4525,54.099998,24.450001,57.43,31.459999,21.42,10.15,37.990002,51.689999,18.91,12.5,37.810001,,38.110481,13.028571,35.060001,28.700001,8.61,20.92,48.200001,31.459999,57.174091,13.5,11.36,3.44,14.208609,22.049999,34.0,87.099998,31.83,30.0,8.222,23.9,9.92,42.959999,22.809999,44.830002,25.799999,61.209999,45.880001,14.83,22.354546,58.681915,44.25,30.540001,52.939999,16.4,23.216665,25.6,9.58,55.639999,13.35,28.799999,17.5,48.700001
2020-01-15,27.6,34.48,18.76,70.110001,12.98,59.299999,14.483333,11.6,36.599998,19.129999,24.312546,25.6574,35.750332,49.23,33.619999,36.470001,18.65,22.85,18.51,10.211537,7.27,12.35,7.464,19.01,35.849998,6.74,41.389999,32.0,15.418181,17.5,39.32,40.02,20.0,22.200001,54.709999,11.625,53.450001,24.25,57.880001,31.23,21.1,10.17,36.970001,49.099998,18.67,12.202,37.32,,39.00687,12.819047,34.630001,28.610001,8.75,20.67,48.209999,31.879999,56.7971,13.415,11.91,3.55,14.4,21.700001,33.970001,87.099998,31.120001,29.549999,8.26,23.459999,9.82,42.389999,22.878,43.98,24.969999,60.900002,45.259998,14.63,22.0,59.237263,44.939999,30.76,52.990002,16.41,23.273333,25.370001,9.39,55.459999,13.55,28.440001,17.615,48.27
2020-01-16,29.35,34.52,18.700001,70.360001,13.1,59.439999,14.65,11.56,36.07,18.75,24.710743,26.025543,35.626385,49.450001,34.080002,35.869999,18.4125,23.440001,18.780001,10.271176,7.3,12.02,7.334,19.299999,36.5,6.78,41.07,32.119999,15.2,17.99,40.200001,40.860001,19.65,22.4,54.790001,11.705,53.09,24.4,57.900002,31.24,21.299999,10.21,36.639999,48.48,18.41,12.612,37.5,,38.627983,12.847619,34.700001,28.809999,8.6,20.639999,49.150002,29.85,57.25346,13.365,12.1,3.18,14.99,21.620001,34.150002,94.0,31.219999,29.52,8.276,24.0,9.7,41.630001,22.764,42.900002,24.34,60.549999,45.169998,14.76,21.363636,58.654148,44.299999,30.690001,53.990002,16.59,23.276667,25.42,9.67,55.169998,13.59,28.16,17.934999,48.5
2020-01-17,31.219999,34.400002,18.700001,71.260002,13.42,61.349998,15.113333,11.48,36.139999,18.969999,25.229151,26.634109,37.158035,50.119999,34.27,35.75,19.157499,23.389999,19.030001,10.363948,7.23,11.67,7.379,19.5,37.299999,6.53,41.639999,33.130001,15.227272,18.200001,40.25,41.169998,19.549999,22.4,54.5,11.55,53.43,24.51,58.759998,31.389999,21.57,10.42,37.93,50.720001,18.48,12.6,37.419998,,39.930988,12.95238,34.939999,29.75,8.64,20.74,49.490002,28.780001,58.751514,13.5875,12.1,3.29,14.85,21.690001,34.560001,94.0,31.85,29.85,8.202,22.969999,9.6,41.810001,23.136,40.0,24.299999,60.150002,46.110001,14.78,20.90909,59.774101,43.779999,31.32,53.0,16.639999,24.120001,26.27,9.76,57.0,13.73,28.75,18.4,50.0
