data,ALPA4.SA,ABEV3.SA,AMER3.SA,AZUL4.SA,B3SA3.SA,BPAN4.SA,BBSE3.SA,BRML3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BBAS3.SA,BRKM5.SA,BRFS3.SA,BPAC11.SA,CRFB3.SA,CCRO3.SA,CMIG4.SA,CIEL3.SA,COGN3.SA,CPLE6.SA,CSAN3.SA,CPFE3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,ECOR3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENBR3.SA,ENGI11.SA,ENEV3.SA,EGIE3.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,HAPV3.SA,HYPE3.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,KLBN11.SA,RENT3.SA,LREN3.SA,MGLU3.SA,MRFG3.SA,BEEF3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,POSI3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,SBSP3.SA,SANB11.SA,CSNA3.SA,SLCE3.SA,SULA11.SA,SUZB3.SA,TAEE11.SA,VIVT3.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIIA3.SA,VBBR3.SA,WEGE3.SA,YDUQ3.SA
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,0.001712818003674954,0.0110838573137082,0.010180558350557423,0.0011003302196779252,0.04261955325070943,-0.03045920748470854,0.010886815356107249,0.006664223109128287,0.020202715354869838,0.00960952342062349,-0.03902779906817422,0.0041068026131139135,0.005984890488220707,-0.040579947546606654,0.040532796079911115,0.041855708020839266,0.03198304585305056,-0.021202212927097452,-0.024173536534076057,0.011821738965166695,0.011281344464040055,0.015012792389184959,-0.012167749423366736,-0.006403420773732904,0.016250295602517895,-0.0008254313951256975,0.020367302824433775,0.2439224587608364,0.0583976626075442,0.016574918668958105,0.04076557543930681,0.005249382064154151,0.00537154380191085,0.032279432173085265,0.02751802889389232,0.003098436122551451,0.01477864299587317,-0.006600684031351722,0.004181190760401021,0.0070477190699396175,-0.023094212256486557,0.01434287535940415,-0.011834481772404537,0.008657988325774912,0.01635208642669328,0.01565750981840619,-0.010050335853501458,0.025425159677890274,-0.01665887610521599,-0.012709471378303583,-0.010757065191915549,0.007054702979889971,0.02334729315886075,-0.0007914523563115061,0.007197152218485936,0.0,0.02042785945480352,0.024226231504926865,0.002218472093860724,0.012422519998557258,0.0058479698824234205,-0.002295401378642037,0.02849858299677388,0.0742742453787506,0.03247942161971329,0.011872778430284558,-0.04441090812631909,-0.027053098501990558,-0.043686550199502516,0.0028872777327375587,-0.012243532796533785,-0.019111508149353806,0.022775333789868846,-0.018761541883347554,-0.021751245932362107,-0.0417684852320801,-0.0161108202726985,0.02281467776617152,0.02254700957275535,-0.0008051530225623438
2019-01-04,-0.0074434927126598716,0.013382134417735614,-0.03371108489117525,-0.003304850203025289,-0.0368786329761992,0.015345569674660386,-0.009828054007865017,-0.019374674600556308,-0.02216150401945205,-0.007877988235601041,0.06537433232780021,0.0,-0.011173238638537253,-0.0018630186603472154,0.034865221404300595,-0.028749361202653922,-0.011363758650314804,-0.010050345652706127,0.07676401621183793,0.0010678057608299873,-0.033570041644467086,-0.0058115564147764864,0.0020964368265281585,-0.012597514516501818,-0.008717303294972556,-0.0008260223859188898,0.00402415029972536,-0.015277415411461881,-0.00704234131158632,-0.05153369819210685,0.007419932861657763,0.007822699503198915,0.008888947417245774,0.007346797875744215,0.012903404835907573,-0.003874429893712339,0.01937101685624576,0.026145280104322044,0.024726534468289874,-0.0248876764910011,0.0036130766846640405,-0.004758105649914857,-0.011238774953874042,-0.0031397005970243974,-0.01689277311193882,0.02582871587871205,-0.02040887163120708,0.016009829057483493,-0.010263323058251395,-0.03912775602147445,-0.030907537463076507,-0.0017590154051798645,0.037740342469872346,-0.014354313451683254,-0.020527989909637334,0.0,0.011332564869826367,0.002835691647715688,0.008347373966864025,-0.008264509849893464,-0.017647516813578346,0.014217001198154389,-0.013857033861341073,0.022436865048925725,-0.0010587401618016301,0.04510465631225591,0.006566693791048461,-0.04601521853131807,0.016640185128067753,0.03877703029555413,-0.007516146245127864,0.005020931050099708,0.027260651477373887,-0.006773308801198308,0.05698387853974074,0.06307058838393642,-0.009324076875123266,0.0037523870717328656,0.011354542102925969,0.015188102012953397
2019-01-07,-0.0023014969882790837,-0.004238516918783741,-0.04529620945462298,-0.026556445690045116,-0.005381179290612437,-0.010204170174241689,-0.014925650216675912,-0.006037754190920008,0.008368218352869938,0.011793830415459894,0.007801538002766062,-0.006578950606238809,-0.0070996329303572026,0.006505552532644288,0.020277192439150715,-0.018397417223047885,-0.028987536873252395,-0.03002786949977443,-0.008906540816203012,-0.02594740164345355,0.010550707829193762,-0.014819228278631691,-0.012998566771698528,0.01243281638582694,-0.0056444176196768225,0.0,-0.012121360532344916,-0.05141398468091518,-0.04394324266104688,0.020462337084816706,-0.02932361484650503,-0.013072081567353067,0.0017683470567422255,-0.0062129825133308,0.006389798098771049,-0.020789197517101954,0.014285957247476055,0.0025773210143005265,0.006761350978043756,-0.044997365930735445,0.014969365108160604,-0.01602598350216944,0.01002329705267524,-0.0007864884926465088,0.0018910987925635503,-0.035689108012792126,0.02544666566116427,0.0,-0.018811426696355937,-0.023242631126460633,0.015407508527164104,-0.017762456339840194,-0.0055708861777874485,0.008796538129336007,-0.014335695026987505,0.0,0.03183957023067707,0.01565362085784905,-0.0008602973335641861,-0.03805956182434511,-0.03012275945510856,-0.022559998024568095,-0.01759582002991289,-0.02297725955005303,0.016598783767552305,0.0020491810449354553,-0.008214997534950808,0.01595174326034776,-0.04686234832825553,-0.01678025789655102,0.0026734977320068687,0.0320355937170933,-0.021816628937245675,-0.031060855887482752,0.001976285228212138,-0.005379436655425174,-0.007050557996666651,0.00560221809548711,-0.015714222032736203,-0.020032722001956493
2019-01-08,0.01939593034757925,-0.020227474812660073,0.04529620945462298,-0.016567017016646535,0.0028736012701742197,0.0,-0.014788366891942406,0.0015128595926303667,0.011049868364606752,0.006087853797112963,-0.007175130661736695,-0.011409728589518942,-0.0006289068439131462,0.0602158523430969,-0.044401996058709425,-0.010130718474822054,0.0281708769666964,-0.005218056379113989,-0.034381546199245605,0.007637789448117438,0.016588443484982784,0.010926008678145749,0.0007068929244522515,-0.03333366149669548,-0.006942280958635472,-0.011637729163822108,-0.0020345886977874983,0.04977494175619723,0.03298831428850946,0.006104785193307372,0.0034542348680877133,-0.005277083555870643,0.0005887548006391352,0.011267781186158565,0.002544530634994935,-0.014773612488192978,0.011751016535519021,0.001286173810744362,-0.006761350978043756,-0.013055565517881451,-0.014969365108160604,-0.0016168475370825774,0.009442035717329933,0.013286655871316277,0.012605799386481653,0.015567704813371108,-0.005037794029957188,0.004109192750132884,0.0006779441081259385,0.03167137292786171,-0.008091377161476343,-0.0035906681307287247,-0.011236133184849173,0.03827097272864988,-0.007037909406133025,0.0,-0.005295687574710328,-0.0059917095571400125,0.023626122559681106,-0.02178735418490718,0.01667968919865581,0.03589006643602266,0.012933807195781633,0.0037766163551871124,-0.03455565750363254,0.0030659196218350004,-0.021921359366916082,0.022724050327488587,0.00971563519841201,-0.0008061669281063111,-0.022086836488584005,0.037291111857418624,-0.04157168615985096,-0.016691561144858813,-0.03618485220590051,0.009585962974937079,-0.04831857727080768,-0.03409417280733118,-0.00822598551327225,0.009265000817048286
2019-01-09,0.06771144817814889,0.014140967706194996,0.0640920096492188,0.012308756561684397,0.004651967844627514,0.005115100666770345,-0.032123862453289576,0.015748356968139365,0.0206641082711001,0.017090360514094627,0.026569273672574667,-0.0027159945946322317,0.006687569543483818,0.026679681129767818,0.001524971702317801,0.0238296151616062,0.03689271638036562,0.015573188401520444,0.04131569978824423,0.040474107927774394,0.016317751284036897,0.07847687258134828,0.010544948512304586,0.006113128275922364,0.003792672055738855,0.013289182944866695,0.01916347096075466,0.00392923180454785,0.010071175171937341,-0.0037523494425486525,0.006187713108165571,0.003960454021584514,0.005283252676583139,0.026262766106120772,0.015758283856605715,0.0016076511642424407,-0.015066198354644289,0.027885203489535382,0.024129857059688176,-0.0046738984596879085,0.016260520871780537,-0.009756174945364293,-0.0026541060067124533,0.013112432957563147,0.015077656352488589,-0.008163310639161203,-0.03599360264790541,0.022017169148675908,0.023112741128386904,0.02135303945989131,-0.00334429860501273,0.005381178904516837,0.01680701936263662,0.040546094394350085,0.012386656876191449,0.0,0.019976132978925865,0.020619327266838905,0.011883901812189346,0.004395611473038019,0.025242617187607674,0.049649639942150436,0.004662012834131257,0.012309468204946494,0.013710561668188515,0.008130126083250033,-0.023645162877850012,0.009530808998724272,0.05821673174079889,0.0,0.010367952661482605,0.011614532420693102,0.03783210653083602,0.03157537760234419,0.032228368310826205,0.024129332994960784,-0.007453450654580918,0.0023094313130176403,0.010953012019196962,0.06856500933458687
2019-01-10,0.003162891408508006,0.02828963942351015,0.03769075148721601,0.021391133082314884,0.009239618463366739,0.04000533461369926,0.02775386278217118,-0.007468294607525738,0.002955777114777902,-0.0031074317731709655,-0.003053377250258116,0.014538179366529569,-0.01046910778243193,-0.0042552404633702245,-0.012265389487059686,0.008856530468813961,0.016400211394005382,0.01750585609056987,0.09054248310168367,0.008316056241657765,-0.004771760286976123,0.023422659382806632,-0.003502630551202035,0.015621380902956616,0.015649771667127776,-0.009950339929076346,0.01880312696309616,0.012987226531631979,0.012884482970462408,-0.013721577633381887,0.009549867939844692,0.021377221490738396,0.012220111334775519,-0.011802002838595449,0.012924250980935081,0.024202754196140486,0.018797545967502494,-0.0259590391700959,-0.003981425299185215,-0.009843862926530278,0.02201396921768306,0.009756174945364293,-0.02075012972817536,-0.006920419935888766,-0.006849288977481827,-0.0032840752011900065,0.010416760858255714,-0.003444435093147735,-0.004979258540156906,0.0014075131407249586,0.009667817020410308,-0.014414664002184718,0.007380147456508279,-0.009611903946470601,-0.008240713955780521,0.0,-0.004869574839956314,-0.008671713781617463,0.005614114418834193,-0.0132452267500206,0.0029282597790882825,0.0386792980320565,0.015575624946038591,0.006098494308672819,0.010371602965100202,0.010070578563596388,0.008351780286661725,0.01771876712569176,0.012689591485862461,0.00803221201984572,-0.017839942686287635,-0.03845118637425271,0.018225211939011388,0.025572072481133024,0.023507448766029615,-0.011049855225926386,0.09734845477112897,-0.010046452350815027,0.007596346891935113,0.014495738202947805
2019-01-11,-0.0005264543422458523,0.02577770073372676,-0.031013676483302,0.03529297992282965,0.021001822704499684,0.004889985294191712,0.012692826798418988,-0.008280062360613627,-0.004032790599370895,-0.006484996301097112,-0.0033696119427339966,0.004115252678987602,0.014003824084297012,-0.021552557456672616,-0.0011576308450811368,0.0010367030477489436,0.037252502098314544,0.002166881386798103,-0.0348659169026182,0.01947780695957091,0.051277350382894715,-0.020079464806913805,-0.007042317961102551,-0.01680711831638071,0.02756676940969216,0.0016652960966552222,0.024214258120594856,-0.0012911943712681229,-0.0020387367492262776,0.025401223990547006,0.0040650462481695016,-0.006988510389099201,0.004616280557814489,0.01642969574060915,0.004189323395713096,0.004302764908342471,-0.0060705299660304135,-0.024019330636145586,-0.024227295335323973,0.07096937140375825,-0.011105936774954639,0.06514513322775306,-0.020308419585401083,-0.012422524049483297,-0.006098494308672819,0.02597548640326064,0.010309369658861312,-0.013314176802060818,-0.01915055337274829,-0.022520799562642413,-0.01813403936892488,0.007233304593520007,-0.007380147456508279,-0.008955283729104035,-0.020059134332794493,0.0,-0.006295928456814703,-0.010746372075484345,0.012132417916853377,0.03922071315328124,0.03730705241281074,0.007528266420791407,-0.0028660954806221106,0.04294503443125919,-0.0021079897971598704,-0.012096921708828923,0.0336732343520616,0.03590671344434604,0.0,0.019410393519823543,0.011187214112442945,-0.003205130948948476,0.009652329084627986,-0.00525041521161862,-0.014627272009170689,-0.013652032412287518,0.02015745742498032,0.0019398260581358073,0.010217889383192347,0.009913831703285414
2019-01-14,0.0005264543422458523,0.014355686424480485,0.011469090287074213,0.0072318513327918055,0.02192616214439891,-0.009804000096620857,0.008968669982760247,0.005277057100844029,0.0010770134845929924,0.011738110712357752,0.0036753937210893817,0.022938201807351177,0.0020733783300950215,-0.012275515560100203,-0.010089336653022585,0.013892737310617687,0.04380262265839274,0.005755355334151613,0.017584904775440613,0.034916265106227584,0.035415098203457784,0.00639797447965984,-0.006736348820533866,0.0001694432707965987,0.01796461539826133,0.05817477189411102,0.024575906048837304,-0.0006461582520582709,-0.006141238867563015,0.004171500641441117,0.011428695823622714,0.018018531012881756,0.0103093696588612,0.013220238230600145,0.022852519255727177,-0.0011716335401130706,0.03904059424864448,-0.001314924581309107,0.0,0.007980928395116216,0.024272271173547688,0.0009091681459465484,-0.004415085465896862,0.01473462919255919,0.007419297512674561,0.016686918785014715,-0.005141399500418697,0.03774032798284699,-0.0037383611963330843,-0.018389115177279702,0.00785197528268533,0.030170877633363347,0.007380147456508279,0.03968191459118042,0.0008437975184194535,0.0,-0.0035149421074445186,-0.005617992304223218,-0.007280039432722041,-0.004282661792000764,0.04138521616285429,-0.003600223032491634,0.03275278647180757,0.0520525932460032,0.020468551282921243,-0.0091697025598525,0.04779849319698393,0.0,0.0035961764469507607,0.0011762400885650948,-0.008690383789168532,0.0,0.02873197491171231,0.007118838739696098,-0.030925157676986448,0.004191223550027878,0.066476774547922,0.019194447993023722,0.011173300598124936,0.04395915823686636
2019-01-15,-0.002635047638004817,0.009080652120379007,0.0141537038078825,-0.012622726849388588,-0.009875714858656348,-0.00493828164058252,0.004632076777325356,-0.0015048911794206532,0.0037604386775238474,-0.0019070078635805565,-0.009213815596349484,-0.011707884811678504,0.0010351517223359252,-0.010643115987320595,-0.0015612805669524832,0.006620905097378227,-0.039335005398676515,-0.007922236720949716,-0.03738753207162038,-0.010842885924707613,-0.023071120901311915,0.010404864837408212,-0.004278116965606316,0.007596913575405928,-0.020990275891835886,-0.0302812390501912,-0.01600034134644135,-0.028189368786604607,-0.036747943108554004,0.0064545635232122756,0.022472855852058604,-0.001276298784241181,0.0028449521322313487,-0.004028500089894305,0.004197403776026398,-0.0035232070905344415,-0.02231939609480138,-0.01993421490081726,-0.019257816604414613,-0.0319025231610679,-0.012850827218187533,0.0,0.011313786730892783,-0.006177587380512772,-0.015698073709462523,-0.005531424613228975,-0.020834086902842053,0.02876304478565528,-0.01855724434869055,-0.0036697323730354725,-0.011405669568469445,0.0,0.0036697487477515,-0.005780362915499104,0.018387522197565342,0.0,-0.0031740813665601664,-0.0008051530225623438,0.004647144907082845,-0.004301081899390713,-0.010186845306992875,0.014787412423056256,-0.008368249670516192,0.0,-0.028732164450861575,-0.015472201377076278,0.05163146675385022,0.03165146169650468,0.08122541628192392,-0.014604561930841253,0.006462935825203964,0.0016038495819743481,0.03011797183701459,-0.008812319309759786,-0.013258735790946385,-0.004764182608698153,0.0326559629740526,-0.008783673215494225,-0.019770881768327975,0.013889112160667239
